10.887,8.9003,0
10.235,14.385,0
8.423,10.999,0
7.6238,10.624,0
8.1541,12.814,0
11.843,8.3507,0
9.8885,10.223,0
7.4434,10.799,0
6.9306,10.415,0
8.3761,7.7609,0
8.7707,9.4255,0
10.426,9.8605,0
12.41,9.1762,0
11.737,8.3753,0
12.4,10.969,0
14.244,8.7708,0
8.6635,10.79,0
12.746,10.399,0
8.7525,12.331,0
13.807,7.5346,0
10.609,9.6334,0
10.213,8.406,0
11.944,10.15,0
7.1348,8.7857,0
11.546,9.0214,0
7.3964,8.818,0
12.107,9.8013,0
8.4375,10.081,0
8.9029,12.152,0
6.9874,13.245,0
8.3026,10.317,0
9.8581,8.1239,0
8.3336,7.8324,0
6.7289,9.521,0
8.2221,8.1303,0
12.716,8.6908,0
9.7683,6.2971,0
4.9614,10.654,0
11.099,8.0404,0
8.6504,8.8753,0
9.8885,14.892,0
10.466,9.5283,0
8.6875,5.4006,0
9.9863,7.9441,0
11.541,7.3601,0
10.261,7.7309,0
9.5834,5.2051,0
10.17,11.144,0
10.045,9.2134,0
12.874,9.0664,0
14.036,9.9843,0
10.962,10.791,0
12.441,15.374,0
11.133,12.167,0
12.778,9.6348,0
5.1106,6.9697,0
9.5689,11.775,0
4.628,5.6,0
7.1472,9.805,0
7.8754,15.605,0
7.9467,9.2435,0
10.38,10.413,0
9.7397,10.97,0
10.689,7.7701,0
8.7572,9.2764,0
12.034,11.368,0
8.6881,8.7922,0
9.158,6.7317,0
8.965,10.817,0
10.584,9.6183,0
8.4505,8.9237,0
10.368,10.003,0
11.335,8.2307,0
7.923,13.812,0
10.523,5.1319,0
11.502,7.1792,0
10.947,13.075,0
8.6111,11.889,0
10.9,10.809,0
9.2002,9.1496,0
9.0894,8.3652,0
8.2379,12.211,0
13.794,10.025,0
12.361,11.352,0
8.1999,10.516,0
7.6912,11.201,0
9.7537,11.034,0
10.521,7.5805,0
13.614,10.804,0
10.88,7.4639,0
8.6799,10.509,0
7.1447,8.2064,0
13.975,9.2233,0
13.1,12.468,0
13.221,13.404,0
11.062,8.7895,0
10.565,10.35,0
12.392,8.5595,0
10.13,10.29,0
6.6078,7.0894,0
14.984,7.6697,0
11.985,11.373,0
9.392,9.1245,0
8.9601,11.897,0
7.5833,9.7267,0
13.188,10.345,0
8.1246,10.495,0
7.8129,11.359,0
8.5007,10.761,0
9.832,10.965,0
9.1898,9.4971,0
7.2891,11.558,0
11.435,9.2706,0
10.271,12.616,0
8.2708,9.1277,0
9.8063,10.94,0
13.074,9.7543,0
11.624,10.227,0
10.823,11.177,0
9.5395,8.2829,0
8.893,9.0568,0
8.2106,9.7157,0
7.7569,9.7729,0
10.945,11.329,0
10.337,9.3728,0
7.3856,10.264,0
5.9934,11.628,0
10.302,10.798,0
10.988,8.9178,0
8.2614,9.3715,0
8.2251,13.665,0
10.838,11.636,0
12.545,8.66,0
11.186,10.566,0
10.452,10.346,0
9.2418,9.9795,0
14.618,8.8287,0
14.303,13.309,0
11.533,10.189,0
8.9905,10.805,0
8.3056,10.013,0
9.6567,4.481,0
11.419,10.533,0
8.8998,6.9316,0
8.056,11.582,0
9.2777,10.851,0
13.089,13.508,0
10.114,9.332,0
8.9874,10.338,0
5.867,3.7291,0
11.823,9.9661,0
10.251,11.931,0
