0.1764,0.6216,0
0.16667,0.60904,0
0.16307,0.60716,0
0.168,0.60287,0
0.14713,0.59026,0
0.18145,0.58371,0
0.16676,0.58569,0
0.15674,0.56957,0
0.16136,0.54593,0
0.16777,0.55836,0
0.15154,0.54837,0
0.18009,0.53146,0
0.17714,0.54592,0
0.18236,0.53499,0
0.17844,0.52232,0
0.17691,0.52232,0
0.17659,0.51863,0
0.19225,0.5121,0
0.20227,0.48165,0
0.19046,0.50119,0
0.21236,0.48646,0
0.19892,0.47164,0
0.22665,0.4691,0
0.20038,0.46983,0
0.21593,0.47831,0
0.22119,0.46494,0
0.23104,0.46358,0
0.24418,0.44403,0
0.23885,0.43274,0
0.23388,0.42328,0
0.24512,0.41104,0
0.25294,0.4298,0
0.24577,0.415,0
0.25845,0.39804,0
0.27411,0.412,0
0.2716,0.39817,0
0.27648,0.39242,0
0.27912,0.40599,0
0.29473,0.39083,0
0.30725,0.38402,0
0.29708,0.38468,0
0.31656,0.38031,0
0.29706,0.35871,0
0.32215,0.39067,0
0.33173,0.36032,0
0.33628,0.37838,0
0.33544,0.3836,0
0.35141,0.36836,0
0.34079,0.36749,0
0.35476,0.35201,0
0.37691,0.35612,0
0.38009,0.35332,0
0.38144,0.33813,0
0.39639,0.36304,0
0.4218,0.3634,0
0.40769,0.35512,0
0.38577,0.36861,0
0.42504,0.35875,0
0.42072,0.35599,0
0.43595,0.34928,0
0.41535,0.34857,0
0.458,0.34707,0
0.44601,0.34665,0
0.46345,0.35026,0
0.4872,0.34945,0
0.48252,0.35208,0
0.49519,0.3562,0
0.48266,0.35144,0
0.48705,0.34833,0
0.48856,0.35458,0
0.5265,0.36925,0
0.53707,0.36434,0
0.50275,0.37572,0
0.52857,0.3841,0
0.55245,0.38189,0
0.53312,0.38214,0
0.55831,0.39183,0
0.5509,0.3923,0
0.55408,0.37668,0
0.58732,0.3804,0
0.58239,0.40208,0
0.5933,0.40244,0
0.59643,0.40745,0
0.578,0.40693,0
0.61479,0.41818,0
0.59798,0.42236,0
0.63084,0.4301,0
0.61954,0.44222,0
0.61245,0.45525,0
0.62714,0.42476,0
0.63023,0.42526,0
0.62571,0.47244,0
0.64154,0.45522,0
0.63753,0.45659,0
0.64115,0.46552,0
0.64983,0.47325,0
0.67812,0.47747,0
0.67049,0.49294,0
0.66271,0.48441,0
0.66639,0.50068,0
0.6639,0.49716,0
