10.918,4.8896,0
12.445,9.7435,0
11.487,8.4811,0
11.359,10.262,0
9.1545,10.777,0
13.894,10.202,0
10.309,7.8211,0
10.073,8.4749,0
10.597,11.533,0
9.58,7.1836,0
9.2825,10.675,0
6.5212,7.4288,0
12.722,10.575,0
12.402,10.459,0
9.9924,9.6611,0
11.121,8.4455,0
11.21,11.485,0
12.713,11.624,0
6.5313,9.2483,0
8.1177,9.0937,0
13.286,8.0974,0
10.219,10.166,0
10.827,8.6023,0
11.517,9.8553,0
9.6994,9.5624,0
8.169,10.773,0
10.179,9.2545,0
9.095,6.6175,0
4.1875,6.7816,0
12.423,12.23,0
13.797,13.509,0
10.584,10.253,0
8.4572,10.641,0
9.8627,11.203,0
8.7856,6.3691,0
11.32,8.2892,0
9.2272,10.289,0
12.416,13.027,0
10.402,8.856,0
9.7351,14.328,0
10.114,11.981,0
12.446,9.0623,0
8.3765,9.4822,0
6.9475,9.4925,0
10.838,10.219,0
9.1933,11.756,0
8.7065,7.8975,0
10.637,12.511,0
9.8985,11.646,0
11.445,8.1667,0
12.49,7.3439,0
9.5061,10.759,0
9.1052,10.517,0
14.173,7.1416,0
11.802,9.6159,0
8.5648,10.926,0
12.352,6.377,0
7.9028,9.0817,0
7.1931,11.856,0
16.703,11.359,0
11.138,7.2274,0
7.8946,10.869,0
10.709,9.5048,0
12.035,5.9874,0
8.9296,8.9097,0
12.713,12.859,0
11.375,11.139,0
8.464,13.742,0
6.8364,8.547,0
9.4634,9.9733,0
12.633,9.7256,0
10.691,10.33,0
8.0751,9.7056,0
10.006,10.979,0
10.924,9.307,0
8.2502,8.565,0
12.174,11.042,0
8.7906,8.1335,0
11.191,10.951,0
12.136,10.512,0
10.423,9.2159,0
7.5342,7.1874,0
7.2151,11.975,0
8.3955,7.9911,0
10.394,8.0261,0
9.0301,8.5828,0
13.307,9.965,0
10.576,9.0064,0
10.35,13.057,0
9.8543,11.082,0
8.576,8.5872,0
9.9961,10.921,0
8.9014,12.921,0
11.745,7.4901,0
11.539,10.264,0
11.277,8.3893,0
10.294,10.271,0
13.438,8.7777,0
8.7492,9.6778,0
10.378,8.5874,0
6.656,10.984,0
11.461,8.4299,0
9.3788,7.6158,0
12.003,9.9851,0
11.528,11.46,0
8.0266,12.257,0
9.0159,8.0425,0
8.8684,8.7597,0
5.1908,10.711,0
11.058,11.393,0
10.184,7.617,0
9.902,10.76,0
11.853,11.391,0
8.6766,10.868,0
10.243,10.607,0
11.002,8.4011,0
11.235,9.8973,0
9.336,13.571,0
11.727,8.1497,0
8.3669,7.3163,0
10.568,7.9175,0
9.2613,8.9756,0
11.425,8.609,0
11.069,10.599,0
9.7568,7.9155,0
6.0936,11.528,0
10.937,10.334,0
6.8237,7.2138,0
